transaction_id;client_id;montant;pays_destination;pays_client;heure;est_suspecte;score_montant;score_pays_destination;score_client;score_nocturne;score_risque;niveau_risque;date_calcul
TXN-003060;CLT-0026;883,15;France;Italie;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003061;CLT-0068;916,81;Russie;Allemagne;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003062;CLT-0064;2153,13;Allemagne;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003063;CLT-0086;8475,6;Îles Caïmans;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32
TXN-003064;CLT-0033;4051,23;Îles Caïmans;Italie;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003065;CLT-0075;753,08;Allemagne;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003066;CLT-0003;3500,39;France;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003067;CLT-0013;2020,89;Panama;France;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003068;CLT-0015;134,42;Russie;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003069;CLT-0033;3336,02;France;Italie;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003070;CLT-0070;1320,84;France;Italie;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003071;CLT-0091;2818,97;France;Allemagne;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003072;CLT-0009;3341,87;France;Suisse;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003073;CLT-0005;61118,58;Espagne;Panama;14;1;40;0;20;0;60;ÉLEVÉ;2026-05-14 11:56:32
TXN-003074;CLT-0051;2993,69;Russie;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003075;CLT-0060;3243,65;Russie;Italie;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003076;CLT-0078;4070,19;Espagne;Suisse;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003077;CLT-0020;87002,59;Russie;Italie;14;1;40;0;0;0;40;ÉLEVÉ;2026-05-14 11:56:32
TXN-003078;CLT-0074;255,03;Allemagne;Allemagne;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003079;CLT-0056;879,24;Allemagne;Allemagne;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003080;CLT-0076;4835,53;Espagne;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003081;CLT-0058;4560,73;France;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003082;CLT-0056;4556,24;France;Allemagne;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003083;CLT-0070;264,39;France;Italie;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003084;CLT-0085;12778,25;Espagne;Îles Caïmans;14;1;40;0;20;0;60;ÉLEVÉ;2026-05-14 11:56:32
TXN-003085;CLT-0011;88987,33;Panama;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32
TXN-003086;CLT-0066;3757,12;Russie;Espagne;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003087;CLT-0057;4488,26;Espagne;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003088;CLT-0070;2546,01;Espagne;Italie;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003089;CLT-0058;699,82;Allemagne;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003090;CLT-0048;2207,36;France;Suisse;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003091;CLT-0034;317,96;France;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003092;CLT-0012;1607,79;Allemagne;Panama;14;0;0;0;20;0;20;MODÉRÉ;2026-05-14 11:56:32
TXN-003093;CLT-0052;434,79;France;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003094;CLT-0087;2559,38;Espagne;Italie;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003095;CLT-0072;3003,51;France;Allemagne;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003096;CLT-0086;3763,26;France;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003097;CLT-0092;2948,32;Espagne;Suisse;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003098;CLT-0055;451,3;Panama;Espagne;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003099;CLT-0083;2476,83;France;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003100;CLT-0071;3374,22;Allemagne;Îles Caïmans;14;0;0;0;20;0;20;MODÉRÉ;2026-05-14 11:56:32
TXN-003101;CLT-0100;1893,16;Îles Caïmans;Suisse;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003102;CLT-0054;3203,59;Îles Caïmans;Suisse;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003103;CLT-0079;1250,79;France;Îles Caïmans;14;0;0;0;20;0;20;MODÉRÉ;2026-05-14 11:56:32
TXN-003104;CLT-0009;2563,39;France;Suisse;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003105;CLT-0019;1696,71;Panama;Espagne;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003106;CLT-0053;1223,36;France;Espagne;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003107;CLT-0035;92186,53;Îles Caïmans;Espagne;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32
TXN-003108;CLT-0006;2514,03;France;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003109;CLT-0097;1981,99;Russie;Panama;14;0;0;0;20;0;20;MODÉRÉ;2026-05-14 11:56:32
TXN-003110;CLT-0080;350,07;France;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003111;CLT-0076;1080,11;Panama;France;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003112;CLT-0021;4935,81;Îles Caïmans;France;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003113;CLT-0001;26560,91;France;France;14;1;40;0;0;0;40;ÉLEVÉ;2026-05-14 11:56:32
TXN-003114;CLT-0042;228,52;France;Italie;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003115;CLT-0003;3901,0;Panama;France;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003116;CLT-0064;1399,3;Espagne;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003117;CLT-0084;16470,45;Allemagne;Italie;14;1;40;0;0;0;40;ÉLEVÉ;2026-05-14 11:56:32
TXN-003118;CLT-0054;1375,26;France;Suisse;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003119;CLT-0099;3704,27;France;Panama;14;0;0;0;20;0;20;MODÉRÉ;2026-05-14 11:56:32
TXN-003120;CLT-0097;2976,79;France;Panama;14;0;0;0;20;0;20;MODÉRÉ;2026-05-14 11:56:32
TXN-003121;CLT-0052;4782,57;France;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003122;CLT-0053;14926,89;France;Espagne;14;1;40;0;0;0;40;ÉLEVÉ;2026-05-14 11:56:32
TXN-003123;CLT-0024;4200,28;Îles Caïmans;Espagne;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003124;CLT-0085;2734,12;Allemagne;Îles Caïmans;14;0;0;0;20;0;20;MODÉRÉ;2026-05-14 11:56:32
TXN-003125;CLT-0080;2913,03;Russie;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003126;CLT-0040;2538,55;Panama;Suisse;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003127;CLT-0085;1313,48;France;Îles Caïmans;14;0;0;0;20;0;20;MODÉRÉ;2026-05-14 11:56:32
TXN-003128;CLT-0087;19724,79;France;Italie;14;1;40;0;0;0;40;ÉLEVÉ;2026-05-14 11:56:32
TXN-003129;CLT-0032;3907,42;France;Suisse;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003130;CLT-0055;361,21;Allemagne;Espagne;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003131;CLT-0051;2693,71;Îles Caïmans;France;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003132;CLT-0083;2059,84;France;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003133;CLT-0077;1306,93;Îles Caïmans;France;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003134;CLT-0084;255,27;Espagne;Italie;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003135;CLT-0033;1500,58;France;Italie;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003136;CLT-0088;1887,91;Îles Caïmans;Allemagne;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003137;CLT-0056;2058,2;France;Allemagne;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003138;CLT-0041;76773,76;Panama;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32
TXN-003139;CLT-0004;2221,05;Russie;Suisse;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003140;CLT-0029;1549,52;France;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003141;CLT-0034;1220,16;Îles Caïmans;France;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003142;CLT-0099;4272,9;Panama;Panama;14;0;0;25;20;0;45;ÉLEVÉ;2026-05-14 11:56:32
TXN-003143;CLT-0081;280,42;Panama;Îles Caïmans;14;0;0;25;20;0;45;ÉLEVÉ;2026-05-14 11:56:32
TXN-003144;CLT-0087;277,96;France;Italie;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003145;CLT-0038;600,89;Russie;Îles Caïmans;14;0;0;0;20;0;20;MODÉRÉ;2026-05-14 11:56:32
TXN-003146;CLT-0085;4407,96;Espagne;Îles Caïmans;14;0;0;0;20;0;20;MODÉRÉ;2026-05-14 11:56:32
TXN-003147;CLT-0009;3821,41;France;Suisse;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003148;CLT-0013;23388,34;Panama;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32
TXN-003149;CLT-0069;4260,42;Îles Caïmans;Panama;14;0;0;25;20;0;45;ÉLEVÉ;2026-05-14 11:56:32
TXN-003150;CLT-0002;40,54;Russie;Espagne;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003151;CLT-0092;4910,07;France;Suisse;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003152;CLT-0077;404,87;Russie;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003153;CLT-0058;4487,35;Îles Caïmans;France;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003154;CLT-0055;4265,18;France;Espagne;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003155;CLT-0027;4598,41;Espagne;Espagne;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003156;CLT-0044;3801,01;Îles Caïmans;France;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003157;CLT-0097;2947,82;France;Panama;14;0;0;0;20;0;20;MODÉRÉ;2026-05-14 11:56:32
TXN-003158;CLT-0022;1758,27;Espagne;Allemagne;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003159;CLT-0016;882,39;Allemagne;Espagne;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003160;CLT-0097;4394,46;France;Panama;14;0;0;0;20;0;20;MODÉRÉ;2026-05-14 11:56:32
TXN-003161;CLT-0040;90177,83;Espagne;Suisse;14;1;40;0;0;0;40;ÉLEVÉ;2026-05-14 11:56:32
TXN-003162;CLT-0026;1699,31;France;Italie;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003163;CLT-0058;24838,77;Russie;France;14;1;40;0;0;0;40;ÉLEVÉ;2026-05-14 11:56:32
TXN-003164;CLT-0058;3107,74;Îles Caïmans;France;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003165;CLT-0083;1222,05;Russie;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003166;CLT-0069;966,22;France;Panama;14;0;0;0;20;0;20;MODÉRÉ;2026-05-14 11:56:32
TXN-003167;CLT-0092;4489,72;France;Suisse;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003168;CLT-0032;345,69;Espagne;Suisse;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003169;CLT-0050;3180,35;Allemagne;Espagne;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003170;CLT-0035;2731,14;Allemagne;Espagne;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003171;CLT-0002;1155,3;France;Espagne;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003172;CLT-0057;3578,63;Espagne;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003173;CLT-0045;344,13;Espagne;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003174;CLT-0034;4584,78;Îles Caïmans;France;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003175;CLT-0047;54261,12;Russie;Îles Caïmans;14;1;40;0;20;0;60;ÉLEVÉ;2026-05-14 11:56:32
TXN-003176;CLT-0071;1095,04;France;Îles Caïmans;14;0;0;0;20;0;20;MODÉRÉ;2026-05-14 11:56:32
TXN-003177;CLT-0042;3258,05;France;Italie;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003178;CLT-0066;47714,92;Îles Caïmans;Espagne;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32
TXN-003179;CLT-0076;2843,81;France;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003180;CLT-0008;3824,03;Panama;Suisse;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003181;CLT-0014;3518,36;Russie;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003182;CLT-0005;1276,43;Îles Caïmans;Panama;14;0;0;25;20;0;45;ÉLEVÉ;2026-05-14 11:56:32
TXN-003183;CLT-0027;883,4;Allemagne;Espagne;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003184;CLT-0031;822,04;France;Panama;14;0;0;0;20;0;20;MODÉRÉ;2026-05-14 11:56:32
TXN-003185;CLT-0085;572,52;Russie;Îles Caïmans;14;0;0;0;20;0;20;MODÉRÉ;2026-05-14 11:56:32
TXN-003186;CLT-0073;88035,7;France;France;14;1;40;0;0;0;40;ÉLEVÉ;2026-05-14 11:56:32
TXN-003187;CLT-0092;2578,27;Allemagne;Suisse;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003188;CLT-0002;614,42;Allemagne;Espagne;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003189;CLT-0089;20,54;Îles Caïmans;Îles Caïmans;14;0;0;25;20;0;45;ÉLEVÉ;2026-05-14 11:56:32
TXN-003190;CLT-0004;1903,22;Russie;Suisse;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003191;CLT-0011;617,3;Allemagne;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003192;CLT-0008;3986,33;Espagne;Suisse;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003193;CLT-0011;3252,88;France;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003194;CLT-0083;1389,05;Allemagne;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003195;CLT-0041;2049,25;France;Panama;14;0;0;0;20;0;20;MODÉRÉ;2026-05-14 11:56:32
TXN-003196;CLT-0059;71800,17;France;Îles Caïmans;14;1;40;0;20;0;60;ÉLEVÉ;2026-05-14 11:56:32
TXN-003197;CLT-0043;79111,17;Îles Caïmans;Suisse;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32
TXN-003198;CLT-0089;381,92;Îles Caïmans;Îles Caïmans;14;0;0;25;20;0;45;ÉLEVÉ;2026-05-14 11:56:32
TXN-003199;CLT-0055;4485,47;France;Espagne;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003200;CLT-0048;86733,88;France;Suisse;14;1;40;0;0;0;40;ÉLEVÉ;2026-05-14 11:56:32
TXN-003201;CLT-0037;3523,36;Russie;Îles Caïmans;14;0;0;0;20;0;20;MODÉRÉ;2026-05-14 11:56:32
TXN-003202;CLT-0076;511,85;Russie;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003203;CLT-0099;61520,27;Allemagne;Panama;14;1;40;0;20;0;60;ÉLEVÉ;2026-05-14 11:56:32
TXN-003204;CLT-0071;2745,69;Îles Caïmans;Îles Caïmans;14;0;0;25;20;0;45;ÉLEVÉ;2026-05-14 11:56:32
TXN-003205;CLT-0052;2841,67;Îles Caïmans;France;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003206;CLT-0030;3926,71;Îles Caïmans;Allemagne;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003207;CLT-0073;2604,99;Russie;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003208;CLT-0063;3413,82;France;Îles Caïmans;14;0;0;0;20;0;20;MODÉRÉ;2026-05-14 11:56:32
TXN-003209;CLT-0055;1861,27;Panama;Espagne;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003210;CLT-0049;396,9;Allemagne;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003211;CLT-0056;90064,32;Russie;Allemagne;14;1;40;0;0;0;40;ÉLEVÉ;2026-05-14 11:56:32
TXN-003212;CLT-0072;3158,99;Îles Caïmans;Allemagne;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003213;CLT-0001;93066,67;Panama;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32
TXN-003214;CLT-0047;4704,32;Panama;Îles Caïmans;14;0;0;25;20;0;45;ÉLEVÉ;2026-05-14 11:56:32
TXN-003215;CLT-0059;597,71;France;Îles Caïmans;14;0;0;0;20;0;20;MODÉRÉ;2026-05-14 11:56:32
TXN-003216;CLT-0050;698,47;France;Espagne;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003217;CLT-0083;491,89;France;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003218;CLT-0052;3046,67;Îles Caïmans;France;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003219;CLT-0062;821,97;France;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003220;CLT-0093;4057,7;Espagne;Suisse;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003221;CLT-0045;535,13;Panama;France;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003222;CLT-0056;4176,69;France;Allemagne;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003223;CLT-0047;58284,07;France;Îles Caïmans;14;1;40;0;20;0;60;ÉLEVÉ;2026-05-14 11:56:32
TXN-003224;CLT-0009;100,13;Allemagne;Suisse;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003225;CLT-0036;4493,4;Russie;Italie;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003226;CLT-0061;4138,13;France;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003227;CLT-0001;3059,02;France;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003228;CLT-0024;3263,23;Espagne;Espagne;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003229;CLT-0054;1209,45;Îles Caïmans;Suisse;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003230;CLT-0001;2715,8;France;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003231;CLT-0083;38574,61;France;France;14;1;40;0;0;0;40;ÉLEVÉ;2026-05-14 11:56:32
TXN-003232;CLT-0079;40346,73;Russie;Îles Caïmans;14;1;40;0;20;0;60;ÉLEVÉ;2026-05-14 11:56:32
TXN-003233;CLT-0012;554,94;France;Panama;14;0;0;0;20;0;20;MODÉRÉ;2026-05-14 11:56:32
TXN-003234;CLT-0096;3740,18;Allemagne;Panama;14;0;0;0;20;0;20;MODÉRÉ;2026-05-14 11:56:32
TXN-003235;CLT-0007;4312,35;France;Suisse;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003236;CLT-0056;173,81;Panama;Allemagne;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003237;CLT-0033;32,97;Espagne;Italie;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003238;CLT-0030;1642,87;Russie;Allemagne;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003239;CLT-0053;2781,11;France;Espagne;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003240;CLT-0099;1402,35;Îles Caïmans;Panama;14;0;0;25;20;0;45;ÉLEVÉ;2026-05-14 11:56:32
TXN-003241;CLT-0093;449,57;France;Suisse;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003242;CLT-0069;1018,9;Allemagne;Panama;14;0;0;0;20;0;20;MODÉRÉ;2026-05-14 11:56:32
TXN-003243;CLT-0005;3629,51;Panama;Panama;14;0;0;25;20;0;45;ÉLEVÉ;2026-05-14 11:56:32
TXN-003244;CLT-0085;38606,17;Îles Caïmans;Îles Caïmans;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32
TXN-003245;CLT-0038;924,05;Panama;Îles Caïmans;14;0;0;25;20;0;45;ÉLEVÉ;2026-05-14 11:56:32
TXN-003246;CLT-0044;2624,85;Îles Caïmans;France;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003247;CLT-0070;2034,1;France;Italie;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003248;CLT-0071;2244,55;Espagne;Îles Caïmans;14;0;0;0;20;0;20;MODÉRÉ;2026-05-14 11:56:32
TXN-003249;CLT-0025;4655,44;Espagne;Italie;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003250;CLT-0049;1596,42;Îles Caïmans;France;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003251;CLT-0043;2705,56;Russie;Suisse;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003252;CLT-0007;4635,79;Panama;Suisse;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003253;CLT-0047;1684,46;France;Îles Caïmans;14;0;0;0;20;0;20;MODÉRÉ;2026-05-14 11:56:32
TXN-003254;CLT-0077;922,03;Panama;France;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003255;CLT-0064;1629,52;France;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003256;CLT-0013;3004,44;France;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003257;CLT-0013;2542,48;France;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003258;CLT-0057;78073,39;France;France;14;1;40;0;0;0;40;ÉLEVÉ;2026-05-14 11:56:32
TXN-003259;CLT-0004;893,97;Panama;Suisse;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003260;CLT-0090;1582,48;France;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003261;CLT-0018;4465,91;Russie;Panama;14;0;0;0;20;0;20;MODÉRÉ;2026-05-14 11:56:32
TXN-003262;CLT-0046;3926,82;France;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003263;CLT-0007;2094,23;Panama;Suisse;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003264;CLT-0045;26670,09;Espagne;France;14;1;40;0;0;0;40;ÉLEVÉ;2026-05-14 11:56:32
TXN-003265;CLT-0005;4454,08;Espagne;Panama;14;0;0;0;20;0;20;MODÉRÉ;2026-05-14 11:56:32
TXN-003266;CLT-0098;80623,56;Allemagne;Espagne;14;1;40;0;0;0;40;ÉLEVÉ;2026-05-14 11:56:32
TXN-003267;CLT-0007;2323,84;Panama;Suisse;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003268;CLT-0097;4568,14;France;Panama;14;0;0;0;20;0;20;MODÉRÉ;2026-05-14 11:56:32
TXN-003269;CLT-0080;42162,33;Espagne;France;14;1;40;0;0;0;40;ÉLEVÉ;2026-05-14 11:56:32
TXN-003270;CLT-0075;70,9;France;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003271;CLT-0028;639,02;France;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003272;CLT-0009;3496,66;Espagne;Suisse;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003273;CLT-0084;4550,19;France;Italie;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003274;CLT-0048;1802,28;Panama;Suisse;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003275;CLT-0005;39437,1;Îles Caïmans;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32
TXN-003276;CLT-0002;2851,28;Îles Caïmans;Espagne;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003277;CLT-0008;4715,09;Îles Caïmans;Suisse;14;0;0;25;0;0;25;MODÉRÉ;2026-05-14 11:56:32
TXN-003278;CLT-0100;2392,73;Russie;Suisse;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003279;CLT-0092;3475,0;Allemagne;Suisse;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003280;CLT-0090;1451,99;Allemagne;France;14;0;0;0;0;0;0;FAIBLE;2026-05-14 11:56:32
TXN-003281;CLT-0049;42158,85;Panama;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32
