transaction_id,client_id,date_transaction,montant,devise,type_transaction,pays_destination,est_suspecte
TXN-001700,CLT-0084,2025-12-04 14:42:30,2347.5,EUR,Paiement carte,Îles Caïmans,False
TXN-001701,CLT-0055,2025-06-16 14:42:30,4018.66,EUR,Retrait,Espagne,False
TXN-001702,CLT-0100,2025-07-09 14:42:30,14769.35,EUR,Dépôt,France,True
TXN-001703,CLT-0009,2026-03-20 14:42:30,822.17,EUR,Retrait,France,False
TXN-001704,CLT-0026,2025-08-04 14:42:30,1552.51,EUR,Virement,Allemagne,False
TXN-001705,CLT-0006,2025-07-28 14:42:30,4883.55,EUR,Virement international,Russie,False
TXN-001706,CLT-0002,2025-12-06 14:42:30,35368.49,EUR,Dépôt,Espagne,True
TXN-001707,CLT-0097,2025-12-03 14:42:30,2506.08,EUR,Paiement carte,Panama,False
TXN-001708,CLT-0043,2026-03-25 14:42:30,3516.26,EUR,Paiement carte,France,False
TXN-001709,CLT-0076,2026-05-01 14:42:30,3877.55,EUR,Paiement carte,Russie,False
TXN-001710,CLT-0021,2025-12-16 14:42:30,4261.62,EUR,Retrait,Russie,False
TXN-001711,CLT-0028,2026-01-15 14:42:30,62457.89,EUR,Retrait,France,True
TXN-001712,CLT-0084,2025-07-06 14:42:30,2513.08,EUR,Virement international,Panama,False
TXN-001713,CLT-0047,2025-12-16 14:42:30,664.68,EUR,Virement international,Îles Caïmans,False
TXN-001714,CLT-0050,2025-05-29 14:42:30,70010.34,EUR,Retrait,Allemagne,True
TXN-001715,CLT-0073,2026-02-24 14:42:30,3038.32,EUR,Paiement carte,France,False
TXN-001716,CLT-0071,2025-12-06 14:42:30,721.69,EUR,Virement,Russie,False
TXN-001717,CLT-0021,2025-12-13 14:42:30,35293.53,EUR,Virement,Espagne,True
TXN-001718,CLT-0023,2026-04-07 14:42:30,1773.31,EUR,Paiement carte,Espagne,False
TXN-001719,CLT-0084,2025-09-29 14:42:30,4892.63,EUR,Retrait,France,False
TXN-001720,CLT-0037,2025-11-08 14:42:30,2446.41,EUR,Paiement carte,Îles Caïmans,False
TXN-001721,CLT-0057,2026-03-08 14:42:30,4586.53,EUR,Dépôt,Panama,False
TXN-001722,CLT-0058,2025-08-27 14:42:30,3414.18,EUR,Dépôt,France,False
TXN-001723,CLT-0090,2026-01-08 14:42:30,3222.9,EUR,Virement international,France,False
TXN-001724,CLT-0021,2025-11-02 14:42:30,535.44,EUR,Virement international,Îles Caïmans,False
TXN-001725,CLT-0086,2025-09-19 14:42:30,1123.03,EUR,Virement,Panama,False
TXN-001726,CLT-0014,2025-09-17 14:42:30,3216.0,EUR,Virement,France,False
TXN-001727,CLT-0099,2025-10-22 14:42:30,4588.13,EUR,Paiement carte,Allemagne,False
TXN-001728,CLT-0078,2025-11-19 14:42:30,331.71,EUR,Paiement carte,Allemagne,False
TXN-001729,CLT-0059,2025-12-22 14:42:30,2386.34,EUR,Virement,France,False
TXN-001730,CLT-0041,2026-01-24 14:42:30,736.11,EUR,Virement international,France,False
TXN-001731,CLT-0047,2026-04-12 14:42:30,3873.29,EUR,Paiement carte,Russie,False
TXN-001732,CLT-0098,2026-05-02 14:42:30,1065.35,EUR,Paiement carte,Espagne,False
TXN-001733,CLT-0009,2026-03-02 14:42:30,888.77,EUR,Dépôt,Îles Caïmans,False
TXN-001734,CLT-0054,2025-09-24 14:42:30,84018.5,EUR,Virement international,Allemagne,True
TXN-001735,CLT-0012,2026-04-16 14:42:30,1304.64,EUR,Paiement carte,Panama,False
TXN-001736,CLT-0045,2026-02-01 14:42:30,1491.56,EUR,Paiement carte,Russie,False
TXN-001737,CLT-0090,2026-02-20 14:42:30,3447.26,EUR,Paiement carte,Panama,False
TXN-001738,CLT-0072,2026-05-08 14:42:30,2855.88,EUR,Virement international,Allemagne,False
TXN-001739,CLT-0019,2025-07-02 14:42:30,66112.74,EUR,Dépôt,Panama,True
TXN-001740,CLT-0064,2026-02-27 14:42:30,85995.6,EUR,Dépôt,France,True
TXN-001741,CLT-0067,2025-12-30 14:42:30,3372.99,EUR,Virement,Russie,False
TXN-001742,CLT-0058,2025-06-23 14:42:30,4287.76,EUR,Virement international,France,False
TXN-001743,CLT-0054,2026-02-06 14:42:30,72876.56,EUR,Virement international,France,True
TXN-001744,CLT-0025,2026-01-26 14:42:30,1088.53,EUR,Virement international,France,False
TXN-001745,CLT-0040,2025-12-10 14:42:30,1825.33,EUR,Virement international,France,False
TXN-001746,CLT-0053,2025-09-22 14:42:30,3248.07,EUR,Paiement carte,Panama,False
TXN-001747,CLT-0098,2025-08-19 14:42:30,2716.91,EUR,Dépôt,France,False
TXN-001748,CLT-0023,2025-11-03 14:42:30,2299.53,EUR,Virement international,France,False
TXN-001749,CLT-0089,2025-06-10 14:42:30,1914.0,EUR,Paiement carte,Espagne,False
TXN-001750,CLT-0012,2026-03-24 14:42:30,4690.13,EUR,Virement,France,False
TXN-001751,CLT-0014,2025-10-15 14:42:30,3085.14,EUR,Paiement carte,France,False
TXN-001752,CLT-0086,2026-04-27 14:42:30,2521.77,EUR,Dépôt,Îles Caïmans,False
TXN-001753,CLT-0049,2025-08-04 14:42:30,3886.63,EUR,Virement,Allemagne,False
TXN-001754,CLT-0060,2025-11-15 14:42:30,4753.25,EUR,Paiement carte,Îles Caïmans,False
TXN-001755,CLT-0065,2026-01-19 14:42:30,40594.01,EUR,Dépôt,Espagne,True
TXN-001756,CLT-0087,2025-10-13 14:42:30,1329.85,EUR,Retrait,France,False
TXN-001757,CLT-0004,2026-05-06 14:42:30,2078.64,EUR,Retrait,Panama,False
TXN-001758,CLT-0041,2025-07-10 14:42:30,2599.63,EUR,Dépôt,France,False
TXN-001759,CLT-0072,2026-01-10 14:42:30,4964.22,EUR,Paiement carte,Allemagne,False
TXN-001760,CLT-0074,2026-04-17 14:42:30,1972.66,EUR,Paiement carte,France,False
TXN-001761,CLT-0052,2026-02-14 14:42:30,1958.15,EUR,Dépôt,France,False
TXN-001762,CLT-0065,2026-03-10 14:42:30,506.89,EUR,Virement,Îles Caïmans,False
TXN-001763,CLT-0071,2025-12-31 14:42:30,3140.32,EUR,Retrait,Panama,False
TXN-001764,CLT-0002,2025-10-02 14:42:30,475.39,EUR,Virement international,France,False
TXN-001765,CLT-0074,2026-04-03 14:42:30,69559.1,EUR,Paiement carte,France,True
TXN-001766,CLT-0082,2025-09-23 14:42:30,661.43,EUR,Dépôt,France,False
TXN-001767,CLT-0025,2025-12-12 14:42:30,4490.57,EUR,Virement international,Allemagne,False
TXN-001768,CLT-0099,2025-11-01 14:42:30,4037.42,EUR,Dépôt,France,False
TXN-001769,CLT-0003,2025-06-26 14:42:30,4675.53,EUR,Virement international,France,False
TXN-001770,CLT-0014,2026-03-12 14:42:30,88666.32,EUR,Retrait,Espagne,True
TXN-001771,CLT-0064,2026-04-04 14:42:30,911.33,EUR,Dépôt,Allemagne,False
TXN-001772,CLT-0053,2026-05-02 14:42:30,2460.27,EUR,Virement,Russie,False
TXN-001773,CLT-0054,2025-05-27 14:42:30,390.8,EUR,Paiement carte,Panama,False
TXN-001774,CLT-0024,2026-02-20 14:42:30,2259.88,EUR,Dépôt,France,False
TXN-001775,CLT-0078,2025-06-24 14:42:30,3301.74,EUR,Virement,France,False
TXN-001776,CLT-0079,2025-09-08 14:42:30,4968.76,EUR,Virement international,France,False
TXN-001777,CLT-0025,2026-03-12 14:42:30,3711.07,EUR,Virement international,France,False
TXN-001778,CLT-0028,2026-02-24 14:42:30,2594.79,EUR,Dépôt,France,False
TXN-001779,CLT-0029,2026-03-04 14:42:30,157.19,EUR,Virement,France,False
TXN-001780,CLT-0045,2026-03-27 14:42:30,2413.06,EUR,Virement international,Espagne,False
TXN-001781,CLT-0066,2025-10-02 14:42:30,4046.97,EUR,Paiement carte,Allemagne,False
TXN-001782,CLT-0051,2025-12-21 14:42:30,997.4,EUR,Virement,Espagne,False
TXN-001783,CLT-0056,2025-09-06 14:42:30,1037.1,EUR,Paiement carte,Îles Caïmans,False
TXN-001784,CLT-0080,2025-12-01 14:42:30,1365.65,EUR,Virement,Îles Caïmans,False
TXN-001785,CLT-0081,2025-11-03 14:42:30,2840.04,EUR,Virement,Russie,False
TXN-001786,CLT-0033,2025-08-25 14:42:30,178.46,EUR,Virement international,Îles Caïmans,False
TXN-001787,CLT-0068,2025-06-17 14:42:30,4135.17,EUR,Dépôt,Îles Caïmans,False
TXN-001788,CLT-0055,2025-11-29 14:42:30,23651.67,EUR,Retrait,Panama,True
TXN-001789,CLT-0048,2025-11-04 14:42:30,1083.77,EUR,Retrait,Panama,False
TXN-001790,CLT-0092,2026-05-08 14:42:30,35717.26,EUR,Dépôt,Allemagne,True
TXN-001791,CLT-0072,2026-01-14 14:42:30,3978.24,EUR,Virement,Îles Caïmans,False
TXN-001792,CLT-0014,2026-01-22 14:42:30,1068.75,EUR,Virement international,Espagne,False
TXN-001793,CLT-0010,2025-06-04 14:42:30,4731.89,EUR,Virement international,Îles Caïmans,False
TXN-001794,CLT-0026,2025-12-01 14:42:30,2181.68,EUR,Retrait,France,False
TXN-001795,CLT-0054,2025-12-24 14:42:30,2498.27,EUR,Virement,France,False
TXN-001796,CLT-0050,2025-07-15 14:42:30,3011.14,EUR,Retrait,France,False
TXN-001797,CLT-0001,2025-07-23 14:42:30,3221.9,EUR,Paiement carte,Espagne,False
TXN-001798,CLT-0069,2026-04-25 14:42:30,92116.26,EUR,Virement international,France,True
TXN-001799,CLT-0013,2025-09-15 14:42:30,91.2,EUR,Paiement carte,Espagne,False
TXN-001800,CLT-0011,2025-10-21 14:42:30,3770.92,EUR,Virement international,Panama,False
TXN-001801,CLT-0090,2025-12-12 14:42:30,244.89,EUR,Paiement carte,Russie,False
TXN-001802,CLT-0048,2026-03-12 14:42:30,4836.09,EUR,Virement international,France,False
TXN-001803,CLT-0018,2026-05-08 14:42:30,12161.58,EUR,Virement,Panama,True
TXN-001804,CLT-0022,2026-01-18 14:42:30,3624.02,EUR,Virement,Allemagne,False
TXN-001805,CLT-0001,2025-08-11 14:42:30,4063.29,EUR,Virement,Espagne,False
TXN-001806,CLT-0039,2026-04-19 14:42:30,224.95,EUR,Virement,Espagne,False
TXN-001807,CLT-0035,2025-10-31 14:42:30,3067.63,EUR,Retrait,France,False
TXN-001808,CLT-0019,2025-12-01 14:42:30,608.31,EUR,Virement international,Îles Caïmans,False
TXN-001809,CLT-0068,2025-08-19 14:42:30,3344.49,EUR,Retrait,Russie,False
TXN-001810,CLT-0099,2025-11-30 14:42:30,4881.98,EUR,Paiement carte,Allemagne,False
TXN-001811,CLT-0011,2025-05-14 14:42:30,74659.57,EUR,Dépôt,Allemagne,True
TXN-001812,CLT-0089,2026-01-28 14:42:30,3678.99,EUR,Virement,France,False
TXN-001813,CLT-0086,2026-05-07 14:42:30,310.73,EUR,Retrait,Russie,False
TXN-001814,CLT-0044,2026-03-21 14:42:30,947.71,EUR,Retrait,Panama,False
TXN-001815,CLT-0084,2025-09-23 14:42:30,1566.01,EUR,Retrait,France,False
TXN-001816,CLT-0050,2025-11-08 14:42:30,1101.74,EUR,Paiement carte,Allemagne,False
TXN-001817,CLT-0055,2025-12-22 14:42:30,947.89,EUR,Retrait,Espagne,False
TXN-001818,CLT-0019,2026-03-22 14:42:30,2890.44,EUR,Paiement carte,France,False
TXN-001819,CLT-0024,2025-09-20 14:42:30,1210.41,EUR,Dépôt,France,False
TXN-001820,CLT-0034,2025-11-14 14:42:30,2659.12,EUR,Virement,France,False
TXN-001821,CLT-0065,2025-10-22 14:42:30,1068.21,EUR,Paiement carte,Panama,False
TXN-001822,CLT-0007,2026-03-24 14:42:30,31715.23,EUR,Paiement carte,Îles Caïmans,True
TXN-001823,CLT-0077,2026-02-12 14:42:30,955.35,EUR,Dépôt,Russie,False
TXN-001824,CLT-0083,2026-04-18 14:42:30,554.83,EUR,Retrait,France,False
TXN-001825,CLT-0074,2026-04-25 14:42:30,275.16,EUR,Dépôt,Allemagne,False
TXN-001826,CLT-0080,2026-01-18 14:42:30,16789.78,EUR,Paiement carte,Îles Caïmans,True
TXN-001827,CLT-0035,2025-05-24 14:42:30,1107.24,EUR,Paiement carte,Allemagne,False
TXN-001828,CLT-0037,2025-06-21 14:42:30,1025.84,EUR,Virement international,Espagne,False
TXN-001829,CLT-0090,2025-08-29 14:42:30,480.27,EUR,Virement international,Russie,False
TXN-001830,CLT-0031,2025-05-26 14:42:30,4264.29,EUR,Retrait,Panama,False
TXN-001831,CLT-0059,2025-11-24 14:42:30,841.56,EUR,Retrait,France,False
TXN-001832,CLT-0023,2026-05-03 14:42:30,2145.33,EUR,Dépôt,France,False
TXN-001833,CLT-0077,2026-05-09 14:42:30,3803.7,EUR,Dépôt,Russie,False
TXN-001834,CLT-0061,2026-01-07 14:42:30,2446.65,EUR,Virement,France,False
TXN-001835,CLT-0030,2025-12-16 14:42:30,2840.66,EUR,Virement international,France,False
TXN-001836,CLT-0039,2026-03-23 14:42:30,3878.53,EUR,Dépôt,Russie,False
TXN-001837,CLT-0033,2025-08-07 14:42:30,1760.4,EUR,Paiement carte,Espagne,False
TXN-001838,CLT-0039,2025-11-14 14:42:30,77.67,EUR,Dépôt,Russie,False
TXN-001839,CLT-0003,2025-06-20 14:42:30,67663.22,EUR,Retrait,Îles Caïmans,True
TXN-001840,CLT-0046,2026-03-02 14:42:30,3300.24,EUR,Paiement carte,France,False
TXN-001841,CLT-0047,2025-10-05 14:42:30,3707.65,EUR,Retrait,France,False
TXN-001842,CLT-0014,2025-06-20 14:42:30,4774.52,EUR,Dépôt,Russie,False
TXN-001843,CLT-0034,2026-02-13 14:42:30,4381.7,EUR,Dépôt,Panama,False
TXN-001844,CLT-0040,2025-12-23 14:42:30,2092.3,EUR,Retrait,France,False
TXN-001845,CLT-0016,2025-07-04 14:42:30,3512.16,EUR,Paiement carte,Russie,False
TXN-001846,CLT-0037,2025-11-17 14:42:30,3964.7,EUR,Virement,France,False
TXN-001847,CLT-0088,2025-09-17 14:42:30,3430.78,EUR,Retrait,Espagne,False
TXN-001848,CLT-0063,2025-12-09 14:42:30,3324.96,EUR,Dépôt,France,False
TXN-001849,CLT-0028,2026-04-23 14:42:30,87.81,EUR,Dépôt,France,False
TXN-001850,CLT-0046,2025-10-05 14:42:30,34606.47,EUR,Virement,France,True
TXN-001851,CLT-0065,2025-12-19 14:42:30,1757.59,EUR,Virement international,France,False
TXN-001852,CLT-0094,2026-03-01 14:42:30,3568.85,EUR,Retrait,Îles Caïmans,False
TXN-001853,CLT-0005,2026-01-21 14:42:30,412.78,EUR,Paiement carte,Panama,False
TXN-001854,CLT-0055,2025-10-28 14:42:30,3395.72,EUR,Paiement carte,France,False
TXN-001855,CLT-0040,2025-07-12 14:42:30,4601.77,EUR,Retrait,Îles Caïmans,False
TXN-001856,CLT-0018,2025-07-21 14:42:30,1619.17,EUR,Retrait,Espagne,False
TXN-001857,CLT-0040,2025-12-10 14:42:30,56222.69,EUR,Virement,Espagne,True
TXN-001858,CLT-0024,2025-08-07 14:42:30,3145.31,EUR,Paiement carte,Îles Caïmans,False
TXN-001859,CLT-0041,2025-05-23 14:42:30,53811.71,EUR,Virement international,Panama,True
TXN-001860,CLT-0053,2025-10-10 14:42:30,2144.07,EUR,Paiement carte,France,False
TXN-001861,CLT-0012,2025-10-10 14:42:30,141.85,EUR,Retrait,Espagne,False
TXN-001862,CLT-0017,2025-11-03 14:42:30,2905.81,EUR,Virement international,Espagne,False
TXN-001863,CLT-0052,2026-03-10 14:42:30,81524.34,EUR,Virement,Russie,True
TXN-001864,CLT-0007,2025-09-20 14:42:30,4375.81,EUR,Virement,France,False
TXN-001865,CLT-0043,2026-03-20 14:42:30,4931.01,EUR,Virement international,France,False
TXN-001866,CLT-0043,2025-05-25 14:42:30,2831.56,EUR,Virement,France,False
TXN-001867,CLT-0090,2026-04-16 14:42:30,3375.32,EUR,Retrait,France,False
TXN-001868,CLT-0029,2026-03-05 14:42:30,4836.72,EUR,Retrait,Espagne,False
TXN-001869,CLT-0063,2026-05-10 14:42:30,3598.52,EUR,Virement international,Allemagne,False
TXN-001870,CLT-0016,2025-07-08 14:42:30,8003.11,EUR,Virement international,France,True
TXN-001871,CLT-0065,2026-05-01 14:42:30,527.0,EUR,Paiement carte,Îles Caïmans,False
TXN-001872,CLT-0062,2025-10-18 14:42:30,18597.59,EUR,Retrait,Allemagne,True
TXN-001873,CLT-0088,2025-07-04 14:42:30,2738.13,EUR,Paiement carte,France,False
TXN-001874,CLT-0019,2026-02-08 14:42:30,3184.62,EUR,Retrait,France,False
TXN-001875,CLT-0061,2026-01-31 14:42:30,3501.15,EUR,Paiement carte,Espagne,False
TXN-001876,CLT-0064,2025-07-16 14:42:30,509.1,EUR,Dépôt,Espagne,False
TXN-001877,CLT-0060,2026-03-20 14:42:30,3491.29,EUR,Paiement carte,Îles Caïmans,False
TXN-001878,CLT-0073,2026-03-13 14:42:30,32657.73,EUR,Paiement carte,France,True
TXN-001879,CLT-0085,2025-06-14 14:42:30,180.08,EUR,Virement international,Russie,False
TXN-001880,CLT-0060,2026-03-03 14:42:30,86914.08,EUR,Paiement carte,Espagne,True
TXN-001881,CLT-0065,2025-08-30 14:42:30,21773.36,EUR,Retrait,Panama,True
TXN-001882,CLT-0009,2025-08-24 14:42:30,2630.03,EUR,Retrait,France,False
TXN-001883,CLT-0059,2025-11-21 14:42:30,3598.85,EUR,Retrait,Espagne,False
TXN-001884,CLT-0009,2025-10-24 14:42:30,3295.64,EUR,Paiement carte,Îles Caïmans,False
TXN-001885,CLT-0074,2026-02-10 14:42:30,3033.15,EUR,Virement international,Espagne,False
TXN-001886,CLT-0045,2025-07-20 14:42:30,36194.67,EUR,Virement international,Îles Caïmans,True
TXN-001887,CLT-0030,2026-02-21 14:42:30,10568.4,EUR,Virement,France,True
TXN-001888,CLT-0098,2025-11-29 14:42:30,3399.82,EUR,Retrait,Allemagne,False
TXN-001889,CLT-0097,2025-10-29 14:42:30,84625.72,EUR,Paiement carte,France,True
TXN-001890,CLT-0096,2026-04-24 14:42:30,29792.09,EUR,Virement,Russie,True
TXN-001891,CLT-0023,2026-04-28 14:42:30,3036.6,EUR,Dépôt,France,False
TXN-001892,CLT-0074,2025-06-21 14:42:30,1894.37,EUR,Virement international,Allemagne,False
TXN-001893,CLT-0037,2025-05-31 14:42:30,2460.6,EUR,Retrait,Allemagne,False
TXN-001894,CLT-0025,2025-08-16 14:42:30,2175.97,EUR,Virement,France,False
TXN-001895,CLT-0005,2026-01-29 14:42:30,3346.6,EUR,Retrait,France,False
TXN-001896,CLT-0010,2025-08-07 14:42:30,2046.06,EUR,Dépôt,France,False
TXN-001897,CLT-0068,2025-06-19 14:42:30,4789.14,EUR,Paiement carte,Allemagne,False
TXN-001898,CLT-0065,2025-09-13 14:42:30,2856.15,EUR,Dépôt,Panama,False
TXN-001899,CLT-0009,2026-03-04 14:42:30,2797.9,EUR,Paiement carte,Îles Caïmans,False
TXN-001900,CLT-0011,2025-07-26 14:42:30,4371.14,EUR,Retrait,Espagne,False
TXN-001901,CLT-0077,2026-04-17 14:42:30,51387.97,EUR,Virement international,Panama,True
TXN-001902,CLT-0033,2025-12-16 14:42:30,79455.52,EUR,Paiement carte,Panama,True
TXN-001903,CLT-0010,2025-12-17 14:42:30,83818.18,EUR,Virement international,Allemagne,True
TXN-001904,CLT-0040,2025-08-30 14:42:30,4659.73,EUR,Paiement carte,France,False
TXN-001905,CLT-0061,2025-07-19 14:42:30,4460.12,EUR,Dépôt,France,False
TXN-001906,CLT-0043,2026-01-31 14:42:30,44662.3,EUR,Virement,France,True
TXN-001907,CLT-0097,2025-11-26 14:42:30,4085.64,EUR,Virement,Allemagne,False
TXN-001908,CLT-0079,2025-07-29 14:42:30,4030.25,EUR,Virement,Panama,False
TXN-001909,CLT-0095,2025-07-11 14:42:30,4750.04,EUR,Virement international,France,False
TXN-001910,CLT-0035,2026-03-08 14:42:30,2399.07,EUR,Virement,France,False
TXN-001911,CLT-0045,2025-06-15 14:42:30,52161.57,EUR,Paiement carte,Russie,True
TXN-001912,CLT-0003,2026-01-17 14:42:30,4250.67,EUR,Virement,France,False
TXN-001913,CLT-0078,2025-08-13 14:42:30,4058.7,EUR,Paiement carte,France,False
TXN-001914,CLT-0090,2025-11-01 14:42:30,270.18,EUR,Retrait,Îles Caïmans,False
TXN-001915,CLT-0057,2026-03-15 14:42:30,2752.23,EUR,Virement,Panama,False
TXN-001916,CLT-0031,2026-04-14 14:42:30,1722.2,EUR,Retrait,France,False
TXN-001917,CLT-0073,2025-08-12 14:42:30,1143.36,EUR,Virement,France,False
TXN-001918,CLT-0010,2026-04-14 14:42:30,1257.11,EUR,Virement,France,False
TXN-001919,CLT-0045,2025-12-04 14:42:30,1420.15,EUR,Virement international,Allemagne,False
TXN-001920,CLT-0062,2025-10-22 14:42:30,657.28,EUR,Virement,France,False
TXN-001921,CLT-0064,2026-01-28 14:42:30,89638.2,EUR,Dépôt,Allemagne,True
TXN-001922,CLT-0100,2025-11-07 14:42:30,1520.57,EUR,Virement international,Espagne,False
TXN-001923,CLT-0041,2025-12-28 14:42:30,1228.59,EUR,Virement international,France,False
TXN-001924,CLT-0080,2025-05-17 14:42:30,86337.01,EUR,Paiement carte,Espagne,True
TXN-001925,CLT-0030,2025-08-20 14:42:30,87348.28,EUR,Dépôt,Allemagne,True
TXN-001926,CLT-0005,2026-03-02 14:42:30,71067.24,EUR,Retrait,Russie,True
TXN-001927,CLT-0003,2026-03-16 14:42:30,2274.28,EUR,Paiement carte,France,False
TXN-001928,CLT-0011,2025-12-11 14:42:30,2945.32,EUR,Virement,Espagne,False
TXN-001929,CLT-0049,2026-05-04 14:42:30,1925.84,EUR,Paiement carte,Russie,False
TXN-001930,CLT-0085,2026-02-08 14:42:30,25898.52,EUR,Paiement carte,France,True
TXN-001931,CLT-0004,2025-11-16 14:42:30,166.22,EUR,Virement international,Panama,False
TXN-001932,CLT-0028,2025-07-15 14:42:30,4538.17,EUR,Virement,Panama,False
TXN-001933,CLT-0094,2025-10-07 14:42:30,3111.44,EUR,Virement,France,False
TXN-001934,CLT-0037,2025-05-31 14:42:30,4762.84,EUR,Virement international,Russie,False
TXN-001935,CLT-0034,2025-08-21 14:42:30,3598.91,EUR,Retrait,Îles Caïmans,False
TXN-001936,CLT-0017,2026-01-12 14:42:30,4963.14,EUR,Virement,Espagne,False
TXN-001937,CLT-0032,2026-03-31 14:42:30,4755.33,EUR,Virement international,Espagne,False
TXN-001938,CLT-0036,2025-07-02 14:42:30,1979.06,EUR,Dépôt,Espagne,False
TXN-001939,CLT-0002,2025-07-06 14:42:30,3914.31,EUR,Virement,Espagne,False
TXN-001940,CLT-0023,2025-12-29 14:42:30,1611.74,EUR,Paiement carte,Russie,False
TXN-001941,CLT-0046,2026-04-25 14:42:30,8771.75,EUR,Paiement carte,Allemagne,True
TXN-001942,CLT-0036,2026-04-03 14:42:30,2902.06,EUR,Virement international,Panama,False
TXN-001943,CLT-0099,2026-01-01 14:42:30,2207.79,EUR,Dépôt,Espagne,False
TXN-001944,CLT-0023,2025-06-25 14:42:30,644.84,EUR,Retrait,France,False
TXN-001945,CLT-0088,2026-02-08 14:42:30,3276.46,EUR,Virement international,Russie,False
TXN-001946,CLT-0008,2026-01-17 14:42:30,219.36,EUR,Dépôt,Espagne,False
TXN-001947,CLT-0070,2025-11-14 14:42:30,81508.99,EUR,Virement,Allemagne,True
TXN-001948,CLT-0015,2025-09-28 14:42:30,396.62,EUR,Virement international,France,False
TXN-001949,CLT-0088,2025-11-04 14:42:30,1635.69,EUR,Paiement carte,France,False
TXN-001950,CLT-0004,2026-03-01 14:42:30,4380.51,EUR,Dépôt,Panama,False
TXN-001951,CLT-0048,2025-06-14 14:42:30,2046.61,EUR,Paiement carte,Espagne,False
TXN-001952,CLT-0038,2026-04-21 14:42:30,809.96,EUR,Retrait,France,False
TXN-001953,CLT-0066,2025-12-04 14:42:30,26398.73,EUR,Virement international,Panama,True
TXN-001954,CLT-0005,2025-07-19 14:42:30,1900.41,EUR,Retrait,Îles Caïmans,False
TXN-001955,CLT-0029,2026-04-04 14:42:30,3249.57,EUR,Virement international,Îles Caïmans,False
TXN-001956,CLT-0007,2025-08-16 14:42:30,615.0,EUR,Virement international,Russie,False
TXN-001957,CLT-0035,2025-12-02 14:42:30,2606.48,EUR,Retrait,Espagne,False
TXN-001958,CLT-0030,2025-11-09 14:42:30,1650.14,EUR,Paiement carte,Panama,False
TXN-001959,CLT-0057,2026-01-10 14:42:30,585.93,EUR,Paiement carte,Panama,False
TXN-001960,CLT-0047,2026-04-04 14:42:30,56759.77,EUR,Paiement carte,Allemagne,True
TXN-001961,CLT-0017,2025-07-26 14:42:30,2100.06,EUR,Virement international,Allemagne,False
TXN-001962,CLT-0086,2025-07-18 14:42:30,2044.01,EUR,Retrait,Espagne,False
TXN-001963,CLT-0011,2026-03-14 14:42:30,1714.44,EUR,Paiement carte,Îles Caïmans,False
TXN-001964,CLT-0081,2025-09-02 14:42:30,750.51,EUR,Retrait,France,False
TXN-001965,CLT-0054,2026-03-13 14:42:30,87.41,EUR,Dépôt,Russie,False
TXN-001966,CLT-0056,2026-04-26 14:42:30,640.73,EUR,Virement,France,False
TXN-001967,CLT-0050,2025-08-15 14:42:30,670.56,EUR,Paiement carte,Panama,False
TXN-001968,CLT-0092,2026-01-10 14:42:30,68632.8,EUR,Dépôt,France,True
TXN-001969,CLT-0076,2025-11-22 14:42:30,4125.33,EUR,Virement international,France,False
TXN-001970,CLT-0058,2025-11-13 14:42:30,235.74,EUR,Paiement carte,Russie,False
TXN-001971,CLT-0090,2025-09-11 14:42:30,2184.09,EUR,Retrait,France,False
TXN-001972,CLT-0011,2025-08-26 14:42:30,2951.9,EUR,Retrait,France,False
TXN-001973,CLT-0059,2025-06-15 14:42:30,1855.67,EUR,Paiement carte,Panama,False
TXN-001974,CLT-0036,2025-07-16 14:42:30,2548.25,EUR,Virement,Allemagne,False
TXN-001975,CLT-0067,2025-07-29 14:42:30,1712.17,EUR,Virement international,Îles Caïmans,False
TXN-001976,CLT-0019,2026-02-11 14:42:30,1926.5,EUR,Virement,Allemagne,False
TXN-001977,CLT-0041,2025-07-02 14:42:30,1398.5,EUR,Virement,Panama,False
TXN-001978,CLT-0063,2025-12-24 14:42:30,601.57,EUR,Paiement carte,Allemagne,False
TXN-001979,CLT-0078,2026-01-01 14:42:30,1449.51,EUR,Virement,Allemagne,False
TXN-001980,CLT-0071,2026-01-28 14:42:30,713.61,EUR,Virement international,France,False
TXN-001981,CLT-0069,2025-08-10 14:42:30,86521.09,EUR,Retrait,France,True
TXN-001982,CLT-0027,2025-11-05 14:42:30,4113.77,EUR,Dépôt,Îles Caïmans,False
TXN-001983,CLT-0038,2025-09-23 14:42:30,2609.26,EUR,Virement,France,False
TXN-001984,CLT-0012,2025-12-30 14:42:30,2167.01,EUR,Retrait,Espagne,False
TXN-001985,CLT-0011,2025-11-13 14:42:30,591.15,EUR,Retrait,France,False
TXN-001986,CLT-0059,2025-12-23 14:42:30,2540.23,EUR,Virement international,France,False
TXN-001987,CLT-0056,2026-04-24 14:42:30,1580.9,EUR,Virement,Panama,False
TXN-001988,CLT-0005,2025-06-27 14:42:30,2795.27,EUR,Virement,Allemagne,False
TXN-001989,CLT-0087,2026-01-21 14:42:30,40730.19,EUR,Retrait,Espagne,True
TXN-001990,CLT-0094,2026-02-07 14:42:30,2427.69,EUR,Paiement carte,Espagne,False
TXN-001991,CLT-0067,2026-03-29 14:42:30,63225.23,EUR,Retrait,France,True
TXN-001992,CLT-0027,2025-07-05 14:42:30,2458.55,EUR,Retrait,France,False
